title_ID,Unique_Students_Attempted,Avg_Time_Duration_Overall,Title_Pass_Rate_Group,Title_First_Attempt_Pass_Rate,Title_Avg_Attempts_to_Pass,knowledge_point,sub_knowledge,full_score,KP_Avg_Pass_Rate,KP_Avg_Attempts_to_Pass
Question_fZrP3FJ4ebUogW9V7taS,1357,3.4019159590681474,0.8533529845246868,0.22844509948415623,5.9594127806563035,r8S3g,r8S3g_n0m9rsw4,1,0.8631175441081417,7.351833893724199
Question_h7pXNg80nJbw1C4kAPRm,1344,6.969561038128805,0.8675595238095238,0.28125,4.052315608919383,m3D1v,m3D1v_r1d7fr3l,3,0.8635707335186745,4.15810166043687
Question_hZ5wXofebmTlzKB1jNcP,1293,3.7126619085381973,0.8662026295436969,0.5174013921113689,2.4348214285714285,b3C9s,b3C9s_l4z6od7y,3,0.8656746191973634,3.0747454054566123
Question_lU2wvHSZq7m43xiVroBc,1337,5.024137372428317,0.8676140613313388,0.36649214659685864,6.43448275862069,y9W5d,y9W5d_c0w4mj5h,3,0.8592238513118172,4.652771353730785
Question_lU2wvHSZq7m43xiVroBc,1337,5.024137372428317,0.8676140613313388,0.36649214659685864,6.43448275862069,k4W1c,k4W1c_h5r6nux7,3,0.8676140613313388,6.43448275862069
Question_n2BTxIGw1Mc3Zo6RLdUe,1350,3.8756009615384617,0.8488888888888889,0.2785185185185185,4.389179755671902,m3D1v,m3D1v_r1d7fr3l,3,0.8635707335186745,4.15810166043687
Question_oCjnFLbIs4Uxwek9rBpu,1316,24.00410899653979,0.8601823708206687,0.4126139817629179,5.19964664310954,g7R2j,g7R2j_e0v1yls8,3,0.8378399111420164,4.7177456879004325
Question_oCjnFLbIs4Uxwek9rBpu,1316,24.00410899653979,0.8601823708206687,0.4126139817629179,5.19964664310954,m3D1v,m3D1v_r1d7fr3l,3,0.8635707335186745,4.15810166043687
Question_pVKXjZn0BkSwYcsa7C31,1345,5.203911461491813,0.8453531598513011,0.29516728624535316,7.37467018469657,y9W5d,y9W5d_c0w4mj5h,3,0.8592238513118172,4.652771353730785
Question_pVKXjZn0BkSwYcsa7C31,1345,5.203911461491813,0.8453531598513011,0.29516728624535316,7.37467018469657,m3D1v,m3D1v_r1d7fr3l,3,0.8635707335186745,4.15810166043687
Question_q7OpB2zCMmW9wS8uNt3H,1359,3.368851034243004,0.8638704930095659,0.16997792494481237,13.913117546848381,r8S3g,r8S3g_n0m9rsw4,1,0.8631175441081417,7.351833893724199
Question_q7OpB2zCMmW9wS8uNt3H,1359,3.368851034243004,0.8638704930095659,0.16997792494481237,13.913117546848381,r8S3g,r8S3g_l0p5viby,1,0.8631175441081417,7.351833893724199
Question_rvB9mVE6Kbd8jAY4NwPx,1263,3.5703851261620185,0.8859857482185273,0.5851148060174188,2.057193923145666,r8S3g,r8S3g_n0m9rsw4,1,0.8631175441081417,7.351833893724199
Question_s6VmP1G4UbEQWRYHK9Fd,1350,4.219554277498203,0.8851851851851852,0.3540740740740741,4.014225941422594,t5V9e,t5V9e_e1k6cixp,2,0.8710923197080739,4.685204146079523
Question_tgOjrpZLw4RdVzQx85h6,1334,3.8348526605893576,0.8703148425787106,0.3853073463268366,3.1059431524547803,t5V9e,t5V9e_e1k6cixp,2,0.8710923197080739,4.685204146079523
Question_x2Fy7rZ3SwYl9jMQkpOD,1331,15.656108597285067,0.8527422990232908,0.3110443275732532,6.751541850220264,y9W5d,y9W5d_c0w4mj5h,3,0.8592238513118172,4.652771353730785
Question_x2Fy7rZ3SwYl9jMQkpOD,1331,15.656108597285067,0.8527422990232908,0.3110443275732532,6.751541850220264,s8Y2f,s8Y2f_v4x8by9j,3,0.8527422990232908,6.751541850220264
Question_x2L7AqbMuTjCwPFy6vNr,1307,4.076592698639943,0.8676358071920428,0.44912012241775057,2.7751322751322753,t5V9e,t5V9e_e1k6cixp,2,0.8710923197080739,4.685204146079523
Question_xqlJkmRaP0otZcX4fK3W,1324,3.8893353423740162,0.7998489425981873,0.3217522658610272,4.063267233238904,g7R2j,g7R2j_e0v1yls8,3,0.8378399111420164,4.7177456879004325
