student_ID,Total_Submissions,Average_Score,Unique_Titles_Attempted,Avg_Attempts_Per_Title,Avg_Time_Duration,Overall_First_Pass_Count,Overall_Time_to_Pass_Avg,Learning_Days,Night_Owl_Rate,sex,age,major
09e4bfadd7e012c37c7c,164,1.1097560975609757,38,2.5060975609756095,13.987577639751553,38,11.348263888888889,13,0.21341463414634146,female,20.0,J57489
0a7f1a73361654329281,144,0.9236111111111112,38,6.229166666666667,19.133802816901408,38,17.96723572530864,18,0.19444444444444445,male,20.0,J23517
0a8736f6520cea837d94,358,0.5446927374301676,38,22.988826815642458,3.7793296089385473,38,540.4790758845437,20,0.3268156424581006,male,24.0,J78901
0b02f701b1179f9f74f9,183,0.8142076502732241,38,9.087431693989071,7.252747252747253,38,7.546425318761385,17,0.20218579234972678,male,22.0,J87654
0b16d35f1f39a063708a,472,0.5233050847457628,38,11.529661016949152,24.99782135076253,38,3.4690071798493407,32,0.2033898305084746,female,22.0,J78901
0b28c0a454678b75eefb,94,2.021276595744681,38,2.1808510638297873,4.180851063829787,38,0.02864952718676123,3,0.26595744680851063,female,21.0,J87654
0b307ee95b41e222f204,205,1.0878048780487806,38,12.209756097560975,14.257425742574258,38,78.63792547425474,20,0.004878048780487805,female,20.0,J78901
0b828e1ae026c57b34dd,100,1.63,38,2.24,24.65,38,1.6622194444444442,21,0.14,male,19.0,J23517
0b8bea274b24847526b7,135,0.8888888888888888,38,21.042735042735043,3.925925925925926,36,0.2578656220322887,7,0.2222222222222222,female,19.0,J23517
0bb8692f43a372e8d967,142,1.1830985915492958,38,5.535211267605634,10.673758865248226,38,33.80735524256651,24,0.21830985915492956,male,24.0,J78901
0c57caf5358d30408034,206,0.7669902912621359,38,7.354368932038835,3.4876847290640396,38,0.23558252427184467,6,0.0,male,20.0,J23517
0c670262b3941d307600,187,0.8074866310160428,38,10.689839572192513,3.7096774193548385,38,63.08585858585858,24,0.0855614973262032,male,22.0,J78901
0c81ca27b7d931b6ff6e,243,0.5967078189300411,38,10.851851851851851,3.485355648535565,38,17.10276634659351,13,0.22633744855967078,female,21.0,J40192
0d260d8fac2289c8ed9e,260,0.7576923076923077,38,8.196153846153846,8.930232558139535,38,62.98438354700854,27,0.12307692307692308,male,24.0,J78901
0d4a3518a188f6888380,63,2.1587301587301586,38,1.5873015873015872,5.26984126984127,38,0.048589065255731916,1,1.0,female,18.0,J23517
0dapvs3h4h3h1ahmt2o8,166,0.9156626506024096,37,2.097902097902098,13.768292682926829,30,207.55169386169388,63,0.18072289156626506,female,20.0,J23517
0df40593e76a840fd64b,487,0.39835728952772076,38,34.18480492813142,3.9233954451345756,38,160.45481177275838,18,0.18480492813141683,female,20.0,J40192
0e062d9fa22dc8e3bca2,140,1.8571428571428572,38,2.107142857142857,4.3,38,0.16767063492063494,23,0.12857142857142856,female,23.0,J57489
0e804947f4cdc2721046,163,1.1042944785276074,38,4.699386503067485,6.914110429447852,38,11.00712338104976,27,0.3067484662576687,female,23.0,J87654
0eb6eec8b4bee8ab6a44,179,0.7932960893854749,38,8.1731843575419,4.335195530726257,38,36.18047951582868,15,0.1005586592178771,male,18.0,J87654
0ef8b2c9e039eaace596,220,1.1681818181818182,38,4.222727272727273,14.279816513761467,38,20.785290404040403,26,0.06818181818181818,male,21.0,J23517
0f160cd19890b97092b9,133,1.300751879699248,38,4.466165413533835,3.75,38,1.534563492063492,16,0.09774436090225563,female,21.0,J40192
0f8bd9e33125347965a1,249,0.5742971887550201,38,22.895582329317268,3.2931726907630523,38,5.182805667112896,8,0.2289156626506024,female,21.0,J40192
0fc996fff93c00ca5ced,704,0.3053977272727273,38,136.2684659090909,3.8238636363636362,38,340.8926128472222,33,0.4659090909090909,male,21.0,J87654
0gfiioqi5g8djhh1wzol,172,0.872093023255814,36,2.5526315789473686,3.687116564417178,29,373.3931432748538,63,0.19186046511627908,female,23.0,J57489
0i1e50rz4mkhee97xvpo,157,0.8407643312101911,37,2.0161290322580645,14.666666666666666,26,244.34864247311828,65,0.22929936305732485,female,21.0,J40192
0lgtv09uoh3ova8sjbze,188,0.7287234042553191,37,2.0738255033557045,6.526595744680851,24,346.7491722595078,74,0.21808510638297873,female,20.0,J40192
0m2kzubx9r60wyrsjj7j,169,0.7514792899408284,37,2.8456375838926173,11.403614457831326,29,373.19140753169273,76,0.14201183431952663,male,24.0,J78901
0m8o7nuv982vnv3328qw,143,1.1048951048951048,38,1.6434782608695653,9.956204379562044,29,135.71021256038648,65,0.1888111888111888,female,20.0,J87654
0maggb1hf886m5u6p2vr,187,0.7807486631016043,38,2.3905325443786984,3.616216216216216,31,184.74776134122288,72,0.22994652406417113,male,21.0,J87654
0qamadarf6xhm9pm2jta,154,0.8506493506493507,36,2.1555555555555554,7.590909090909091,28,195.1409074074074,62,0.22727272727272727,male,24.0,J40192
0sgnvj4zfg3xjjb9fl6h,154,0.8766233766233766,36,1.547008547008547,5.046052631578948,27,100.73060303893638,58,0.24675324675324675,male,18.0,J40192
0txd5enpfmbrth46w74b,152,0.7171052631578947,37,3.0163934426229506,4.573333333333333,23,330.46918488160287,63,0.20394736842105263,male,18.0,J40192
0z4mockl76xn8mhdaehw,183,0.7431693989071039,36,2.456,4.359116022099448,25,406.43743555555557,67,0.17486338797814208,male,18.0,J87654
1096bd470d3ddff1ec1c,236,0.7330508474576272,38,26.088983050847457,3.3728813559322033,38,124.08147716572505,17,0.2754237288135593,male,19.0,J87654
10de703c06bf9d873d68,224,0.8839285714285714,38,9.339285714285714,4.316964285714286,38,171.85318948412697,16,0.22321428571428573,female,19.0,J23517
10qi28ikwz4c4v22b06i,170,1.076470588235294,35,2.475177304964539,11.574850299401197,26,255.1953053585501,65,0.1588235294117647,male,20.0,J78901
10xnkvdetxarrkdhx4i9,155,0.9612903225806452,37,2.3617021276595747,11.69032258064516,30,326.1050197005516,64,0.25161290322580643,female,23.0,J57489
117ee98c7f916c88ddbb,271,0.8782287822878229,38,6.059040590405904,16.509225092250922,38,26.64382636326363,18,0.09225092250922509,male,19.0,J40192
119b36a5797d5ce69625,220,0.8636363636363636,38,8.513636363636364,7.8954545454545455,38,45.15391414141414,27,0.1,male,18.0,J87654
11dae4659d30031a10dd,234,0.8632478632478633,38,7.632478632478633,3.461206896551724,38,11.546323599240267,23,0.042735042735042736,male,18.0,J87654
1202c731c612353ceef0,364,0.5054945054945055,38,14.23076923076923,3.6392961876832843,38,246.16748168498168,22,0.33516483516483514,female,22.0,J23517
1224ceafb61456a033d0,189,0.8412698412698413,38,7.375661375661376,5.608465608465608,38,29.926815108759556,9,0.6666666666666666,female,23.0,J78901
12s3yomv0kltozc1qxc4,184,1.0217391304347827,38,2.0952380952380953,15.846994535519126,32,274.0235615079365,67,0.1956521739130435,female,22.0,J40192
1329b6cf41debecda787,117,1.9743589743589745,38,2.1880341880341883,3.2564102564102564,38,5.904142924976258,29,0.08547008547008547,male,20.0,J78901
132c90d4a027a4477ad0,155,0.7870967741935484,38,8.761290322580646,6.225806451612903,38,28.478492831541217,9,0.04516129032258064,male,23.0,J57489
1367d35cf39783effa7a,74,0.6891891891891891,13,3.608108108108108,3.635135135135135,13,2.501734234234234,5,0.13513513513513514,female,22.0,J40192
139429592a9c23c08b71,133,0.9473684210526315,38,9.323308270676693,3.6466165413533833,38,80.819283625731,10,0.2932330827067669,male,21.0,J87654
1397545fbe9882e5cd42,261,0.9578544061302682,38,5.444444444444445,3.731225296442688,38,1.4190506598552575,21,0.05363984674329502,female,24.0,J23517
13de1d3a55477a0c0329,147,0.891156462585034,38,9.931972789115646,3.5,38,185.61702947845805,11,0.16326530612244897,male,21.0,J78901
13f8b8305f6c25c21921,580,0.4586206896551724,38,26.374137931034483,16.275280898876403,38,8.268797413793104,26,0.24655172413793103,male,18.0,J57489
13nq2h723zixyhir01lf,191,0.8848167539267016,38,3.5857988165680474,16.68586387434555,31,255.63029585798816,64,0.2356020942408377,male,19.0,J57489
148o63s7q5aitfxmmtrg,204,1.1764705882352942,38,1.5055555555555555,11.737623762376238,32,153.56541203703702,71,0.20098039215686275,male,23.0,J78901
151cd83784ab9007e8d8,411,0.6739659367396593,38,22.817518248175183,70.41809290953545,38,35.58924844552582,33,0.0340632603406326,male,18.0,J78901
152a0c17daaaa4e65e14,214,1.1261682242990654,38,4.336448598130841,3.822429906542056,38,26.7872520768432,22,0.16822429906542055,female,22.0,J40192
1552f58e2818ce7fa863,245,0.6653061224489796,38,10.63265306122449,14.077551020408164,38,189.21488548752833,19,0.08571428571428572,female,20.0,J57489
15ab118362ecbbd03b52,145,1.3724137931034484,38,3.206896551724138,3.8620689655172415,38,35.08495019157088,24,0.06896551724137931,male,18.0,J57489
1629f353a742f6a73251,146,1.3013698630136987,38,3.4315068493150687,3.1164383561643834,38,0.2261643835616438,16,0.136986301369863,female,19.0,J57489
166cb02ac436c9d3662f,555,0.2918918918918919,38,65.02390438247012,2.9225225225225224,37,245.54379758742806,9,0.12252252252252252,female,21.0,J87654
16c505069c1e5c2bece5,67,2.1641791044776117,38,1.0895522388059702,28.223880597014926,38,0.0009701492537313433,2,0.16417910447761194,male,20.0,J57489
16d68f70cf5e52d0b34a,243,0.7654320987654321,38,7.5473251028806585,7.723140495867769,38,19.90838477366255,26,0.0411522633744856,male,20.0,J23517
170a695a2717bcd9b74b,327,0.5474006116207951,38,16.3302752293578,4.269113149847095,38,65.18326367652055,24,0.3730886850152905,female,19.0,J57489
17656005bd4086137ab7,195,0.8307692307692308,38,20.487179487179485,3.476923076923077,38,12.291562678062677,21,0.4,female,24.0,J87654
17dda5f588bed077c742,318,1.2044025157232705,38,6.320754716981132,10.371069182389936,38,1.0962395178197066,15,0.3081761006289308,female,18.0,J87654
17e429460d5fda251953,478,0.45188284518828453,38,14.95397489539749,3.606315789473684,38,56.6880660158066,20,0.08158995815899582,male,21.0,J23517
17f2d0e73044110cdea5,162,1.0246913580246915,38,6.666666666666667,6.654320987654321,38,27.778271604938272,11,0.20987654320987653,female,18.0,J87654
18654732ca312afc173f,288,1.21875,38,5.364583333333333,4.390845070422535,38,12.196871141975308,25,0.3368055555555556,male,21.0,J87654
1883af270e36a7580332,172,0.8604651162790697,38,5.3313953488372094,6.288235294117647,38,59.07657622739018,14,0.20348837209302326,female,21.0,J78901
18cdd44af62c6935e7a0,279,1.1218637992831542,38,5.903225806451613,3.7562724014336917,38,2.9610792512943047,20,0.08960573476702509,female,19.0,J78901
1974349ec27d7d67bf08,291,0.7525773195876289,38,10.237113402061855,6.836956521739131,38,31.10250286368843,26,0.31958762886597936,female,23.0,J23517
19793e7e55b68c8dd776,134,1.171641791044776,38,5.048,5.360902255639098,36,134.76683111111112,15,0.43283582089552236,female,22.0,J87654
19buea1jycypffshcw38,166,0.8855421686746988,36,2.4676258992805757,14.621951219512194,27,511.9195863309352,64,0.1927710843373494,female,20.0,J57489
19fb3075dd2798538c9d,96,1.40625,38,4.0625,4.709677419354839,38,15.296747685185187,17,0.2708333333333333,female,22.0,J87654
19rc4zj7sw4ms0996992,172,0.8546511627906976,36,4.045751633986928,3.8128654970760234,30,171.6919008714597,60,0.3081395348837209,male,18.0,J87654
1afepx549ssnar1m9acp,175,0.5942857142857143,36,3.013793103448276,9.086705202312139,28,430.8453390804598,70,0.2057142857142857,male,19.0,J23517
1b0baf552d2cd47ee10b,70,1.7142857142857142,38,3.2,4.385714285714286,38,0.07733730158730158,4,0.15714285714285714,female,19.0,J40192
1b25734414fcc7466153,348,0.6752873563218391,38,11.614942528735632,3.8034682080924855,38,95.14254469987229,38,0.1839080459770115,male,18.0,J57489
1b36a3223f9dd94a211f,239,0.9581589958158996,38,5.698744769874477,19.30672268907563,38,11.137756857275686,33,0.11297071129707113,female,22.0,J87654
1bd9bb053a3ac1bba507,103,1.766990291262136,38,4.135922330097087,3.712871287128713,38,0.0862891046386192,9,0.1650485436893204,male,23.0,J78901
1c2aef3af32f6323a31d,155,1.2193548387096773,38,11.845161290322581,3.270967741935484,38,15.078433691756272,11,0.07741935483870968,male,19.0,J87654
1ca19e51244cdd3f09ff,108,1.5648148148148149,38,2.5462962962962963,16.314814814814813,38,7.147860082304527,21,0.26851851851851855,female,24.0,J87654
1cfe33c5b178a0c2367f,128,1.1796875,38,4.296875,14.523809523809524,38,14.403832465277777,11,0.28125,male,23.0,J78901
1d50eac067378042684b,288,0.6875,38,9.39236111111111,4.1573426573426575,38,113.62489969135802,12,0.16666666666666666,male,21.0,J23517
1d7229e0f5f825007870,127,1.1653543307086613,38,5.31496062992126,13.070866141732283,38,76.9814391951006,19,0.4015748031496063,female,24.0,J40192
1e25b47eaef62694a236,163,1.0429447852760736,38,11.368098159509202,2.8588957055214723,38,0.13777266530334015,5,0.27607361963190186,male,19.0,J78901
1eekhswi2ckx4uw0j1c9,172,0.8837209302325582,38,2.264516129032258,9.125,31,389.8577508960574,60,0.1511627906976744,male,22.0,J40192
1f4oscu6io8xlog2157e,156,0.9807692307692307,35,3.3214285714285716,11.90967741935484,29,606.9376944444444,64,0.1346153846153846,female,20.0,J87654
1f56b6bda24efafcf3a4,259,1.0115830115830116,38,5.903474903474904,7.066147859922179,38,0.7907839982839983,16,0.0,female,22.0,J57489
1f67cb2e7affbb00b6c8,409,0.6748166259168704,38,10.93398533007335,10.960591133004925,38,32.173581227927194,19,0.28361858190709044,male,22.0,J40192
1fa4f2361b8a03040292,226,0.7876106194690266,38,11.026548672566372,5.009174311926605,38,29.710303588987216,31,0.18584070796460178,male,22.0,J87654
1fc5b87acdfc2a8b580c,146,1.2054794520547945,38,5.006849315068493,4.136986301369863,38,58.387383942161335,15,0.3767123287671233,female,18.0,J78901
1feef8b4129f5bf21e67,150,1.4333333333333333,38,3.6533333333333333,29.053691275167786,38,0.9376055555555557,24,0.02666666666666667,male,22.0,J23517
1hrtipd0awjpggdje5e2,181,0.8121546961325967,34,2.4714285714285715,3.798882681564246,26,482.9036369047619,68,0.20994475138121546,female,20.0,J87654
1hues7esy9erdsses6m0,180,0.6611111111111111,37,2.3013698630136985,17.471264367816094,27,217.1828786149163,64,0.18333333333333332,male,23.0,J40192
1kvfwfp2hr5hjxjxzjqd,168,0.9166666666666666,37,1.6666666666666667,3.8452380952380953,33,77.30290486564996,61,0.23214285714285715,female,20.0,J40192
1mp9yiw6rkrr3846047g,152,0.8486842105263158,35,2.25,3.847682119205298,26,219.99230324074077,59,0.26973684210526316,male,21.0,J23517
1n42senfkcjopw1zh39l,155,0.5806451612903226,37,2.630630630630631,12.380645161290323,24,317.50047297297294,64,0.2129032258064516,female,18.0,J78901
1nebcwra7a0fduy8c1fa,177,0.6610169491525424,37,2.330769230769231,4.097142857142857,26,257.4044935897436,59,0.23728813559322035,male,24.0,J23517
1nyzl7s790ta4c8r1l9g,167,1.029940119760479,36,1.6312056737588652,15.766467065868264,25,152.63881993695824,64,0.17365269461077845,male,18.0,J40192
1otvyki9oso9bg6ob16u,181,0.7734806629834254,37,4.422077922077922,4.51685393258427,27,548.2242135642135,64,0.2265193370165746,male,24.0,J23517
1t6e0wa99fijxi3ssnzk,151,1.2980132450331126,34,1.7222222222222223,17.68,28,162.77783950617282,66,0.19205298013245034,female,24.0,J23517
1vb2vsoy23nr0monflhx,161,0.8757763975155279,36,1.8082191780821917,14.577639751552795,30,260.6759779299848,64,0.18012422360248448,female,21.0,J40192
2007f4965d2aa6064a25,200,1.18,38,4.405,11.725,38,2.0112083333333333,31,0.13,female,20.0,J57489
204a7d6db340a3c18ca7,63,2.0793650793650795,38,1.5396825396825398,4.111111111111111,38,0.024603174603174603,11,0.8412698412698413,female,19.0,J78901
204fdbe885269686a392,177,0.8983050847457628,38,7.022598870056497,5.15819209039548,38,0.08495291902071564,9,0.0,female,19.0,J57489
20f97b68982d1b2f5c73,342,0.4415204678362573,38,33.39766081871345,3.3625730994152048,38,239.70735055230668,13,0.0,male,23.0,J78901
211ed39c57c6e6cdefbf,192,0.7552083333333334,38,14.802083333333334,3.4074074074074074,38,88.79210792824074,18,0.34375,female,24.0,J78901
2150588a5903d9a77b79,236,0.9364406779661016,38,8.169491525423728,30.266949152542374,38,76.45846516007533,20,0.19915254237288135,male,21.0,J40192
217c87d59a4372c4f3fc,265,0.660377358490566,38,12.015094339622642,3.660377358490566,38,161.73093396226415,7,0.06037735849056604,female,19.0,J87654
219jkfkejubvu4dvuv13,187,0.8877005347593583,37,1.7741935483870968,14.711229946524064,29,215.92319175627242,69,0.1925133689839572,male,23.0,J57489
21e23771e52cb5291b19,459,0.4531590413943355,38,17.320261437908496,7.96943231441048,38,104.66644880174292,35,0.3442265795206972,male,19.0,J87654
21fc5674d24be8e9da89,60,1.9833333333333334,38,1.8,3.316666666666667,38,45.490324074074074,5,0.45,male,23.0,J40192
222d5ee50487a2b8601b,174,1.0804597701149425,38,5.885057471264368,3.491228070175439,38,45.13531449553002,14,0.1896551724137931,male,24.0,J78901
22ae866c664a147f9971,112,1.4642857142857142,38,1.7589285714285714,4.261261261261262,38,28.538876488095237,15,0.09821428571428571,female,23.0,J78901
22fey6dqzcrm0jbtfnmm,182,1.1373626373626373,37,1.3988095238095237,4.430939226519337,31,127.84004133597884,57,0.17032967032967034,female,18.0,J78901
22wb5ostye8edvfar59p,184,0.875,37,1.8581560283687943,11.907103825136613,24,323.6713928289992,65,0.2391304347826087,female,24.0,J23517
23dd64a1d2e4965198bf,117,1.0341880341880343,38,15.692307692307692,5.632478632478633,38,3.210607787274454,1,0.008547008547008548,male,23.0,J40192
23f1f5d3d90e2890a423,289,0.9134948096885813,38,7.705882352941177,9.746527777777779,38,1.7362716262975777,19,0.08996539792387544,female,24.0,J40192
24524df0ca55659c384e,252,0.8452380952380952,38,26.297619047619047,6.944444444444445,38,56.50696208112875,30,0.1746031746031746,male,20.0,J40192
24ca7714d40e2fe53821,204,0.8529411764705882,37,8.165829145728644,4.259803921568627,36,46.73281267448353,11,0.0392156862745098,male,20.0,J87654
25019b8f1c3ac537894b,150,1.1866666666666668,38,6.553333333333334,4.755102040816326,38,25.228924074074076,18,0.19333333333333333,male,19.0,J78901
25c8e1ae2335e8c3e5b3,394,0.4467005076142132,38,14.403553299492385,35.065963060686016,38,19.933338268471516,21,0.2639593908629442,male,23.0,J23517
264320c6b92b92795ba0,252,0.6547619047619048,38,11.857142857142858,4.100401606425703,38,40.881149691358026,28,0.11507936507936507,female,22.0,J57489
27cc9165eef05eb1733f,113,1.2831858407079646,38,3.2831858407079646,7.283185840707965,38,0.14632005899705017,6,0.0,female,18.0,J87654
2826ec26211d83efd2c6,197,0.8426395939086294,38,7.913705583756345,3.5968586387434556,38,7.787453468697123,28,0.10152284263959391,male,19.0,J23517
2842c82981077b78b3cd,549,0.4681238615664845,38,17.863387978142075,5.146840148698884,38,96.93482695810565,25,0.0018214936247723133,male,24.0,J57489
28719a42e0cbf4991b7f,189,0.9788359788359788,38,5.301587301587301,3.582010582010582,38,13.686778365667255,18,0.25396825396825395,female,19.0,J57489
28bc8af257c48eac3bf1,119,1.0924369747899159,38,6.378151260504202,3.8403361344537816,38,13.652661064425772,15,0.16806722689075632,female,21.0,J87654
28d90a892cc66338f962,221,0.8642533936651584,38,8.199095022624434,10.339366515837105,38,12.19086224233283,14,0.31221719457013575,male,18.0,J23517
28tmrs0kyrrh1odyvf21,190,0.8157894736842105,37,3.6666666666666665,6.402116402116402,27,332.0343945868946,61,0.29473684210526313,male,21.0,J57489
29172d2e39ca0d890848,112,1.6607142857142858,38,2.169642857142857,5.348214285714286,38,13.875248015873016,22,0.044642857142857144,female,23.0,J78901
2933a3227c7ce7fe21eb,104,1.0961538461538463,35,4.291666666666667,4.903846153846154,33,6.351617476851852,15,0.17307692307692307,male,20.0,J40192
2959d8017312337a2ba6,470,0.6851063829787234,38,17.43404255319149,32.05309734513274,38,56.659817375886526,29,0.29148936170212764,male,21.0,J87654
29acddb87cfe062d73f5,212,0.6650943396226415,38,8.10377358490566,11.804761904761905,38,59.018265199161426,17,0.17452830188679244,female,21.0,J23517
2a003b122e9500e465c4,185,0.9081081081081082,38,8.94054054054054,21.82702702702703,38,18.465354354354353,22,0.10810810810810811,male,19.0,J87654
2a515047aa9d085849a2,337,1.0385756676557865,38,6.326409495548962,14.519402985074628,38,33.01256511704583,31,0.29673590504451036,male,21.0,J40192
2a6394114c31a10dc92b,455,0.9142857142857143,38,8.351648351648352,3.734065934065934,38,126.01576678876678,30,0.43956043956043955,female,21.0,J40192
2a6ap0t2rsvoogmydj3a,165,0.7212121212121212,37,2.6578947368421053,8.664634146341463,23,334.4983820662768,65,0.23030303030303031,female,23.0,J78901
2af634997fba501740c2,235,0.8553191489361702,38,22.2468085106383,3.8085106382978724,38,24.529377068557924,22,0.4978723404255319,female,21.0,J78901
2b3492096a4d12bb86cd,167,0.7005988023952096,21,6.524390243902439,5.108433734939759,20,36.24988651761518,25,0.1377245508982036,male,23.0,J57489
2b54ed4af8281eb82f58,235,0.8,38,7.578723404255319,16.025641025641026,38,67.68603427895981,11,0.11063829787234042,female,21.0,J57489
2b935bfe06ef02369807,112,1.0892857142857142,38,7.839285714285714,3.675925925925926,38,30.289154265873012,9,0.044642857142857144,female,18.0,J23517
2b9ef4e3749f713870b0,208,0.6153846153846154,38,16.78680203045685,3.072463768115942,37,193.07201071630007,10,0.40865384615384615,male,19.0,J57489
2c27d4de6ae130e7e242,594,0.7693602693602694,38,14.861952861952862,12.296875,38,26.060313318368873,29,0.16666666666666666,female,18.0,J40192
2c3b89432513b2035664,95,1.431578947368421,38,2.957894736842105,3.8105263157894735,38,0.08061695906432749,7,0.18947368421052632,female,20.0,J87654
2c6339f7c23a64d02081,132,1.0984848484848484,38,3.3333333333333335,7.325396825396825,38,70.95950126262626,15,0.25,female,20.0,J87654
2c7d02c44b47e3d24d52,98,1.3877551020408163,38,5.408163265306122,4.663265306122449,38,195.04793934240365,7,0.21428571428571427,female,18.0,J57489
2ccfa5f79c8b61e465d4,377,0.8859416445623343,38,9.827586206896552,3.4111405835543764,38,4.443941202475685,24,0.20954907161803712,female,21.0,J57489
2d526c27123e59103e29,539,0.7736549165120594,38,12.866419294990724,4.249063670411985,38,9.905798804370233,29,0.14656771799628943,female,20.0,J57489
2d9a38c93e37bc475cb6,180,0.9666666666666667,38,5.5,7.93854748603352,38,3.5613688271604933,13,0.2222222222222222,male,24.0,J23517
